itemnum,itemnamee,qty,unitnamee,Area,storloc1,storloc2,storloc3,storloc4,storloc5,storloc6,storloc7,storloc8,storloc9,storloc10,storloc11,storloc12,storloc13,storloc14,storloc15
1000405908,GASKET GRAFOIL SPIRAL WOUND SEAT,2.0,EA,OIL TRAIN 1&2,K06B2,,,,,,,,,,,,,,
1000412137,VALVE  BALL  1 IN  FEMALE NPT ,7.0,EA,UTILITIES,F08B2,F08C1,,,,,,,,,,,,,
1000413344,LINER  TFE  GUIDE  FOR 3.00 IN STEM,3.0,EA,"OIL TRAIN 3, 4 & 5",L02B2,L03B2,,,,,,,,,,,,,
1000413399,HEAD  SHOWER  YELLOW ABS PLASTIC,5.0,EA,OIL TRAIN 1&2,K06B2,,,,,,,,,,,,,,
1000415679,SWITCH  PRESSURE,3.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000415893,INSIDE CALIBER 24 IN,7.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000416834,CHISE FLAT 3/8``,62.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000416873,CHISEL  HAND TYPE STYLE COLD 7/16 IN SHA,81.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000416876,CHISEL 3/4X7IN,10.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000416989,DIMOUND CHISEL 3/4 IN X8 IN,12.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000417589,MODULE  AUXILIARY RELAY  24 VDC INPUT,21.0,EA,PCU,A16D6B,,,,,,,,,,,,,,
1000418052,CABLE  WELDING ,3.0,EA,MCU,B07A2,,,,,,,,,,,,,,
1000419107,WIRE ELECTRICAL 3.31 MM2 (12 AWG) CONDUC,1.0,EA,,A18B2B,,,,,,,,,,,,,,
1000421365,BUSHING  CND  2  INSUL GRD 8-2/0 AWG  AP,30.0,EA,,A16C6B,A18F6B,,,,,,,,,,,,,
1000421365,BUSHING  CND  2  INSUL GRD 8-2/0 AWG  AP,15.0,EA,PCU,A16C6B,A18F6B,,,,,,,,,,,,,
1000421627,BUSHING  CONDUIT  1-1/2 IN  RIGID     T,8.0,EA,,A18A6B,,,,,,,,,,,,,,
1000422060,CONDUIT  1/2 IN NOM  30.5-61.0 M      (,50.0,EA,UTILITIES,F06D1,,,,,,,,,,,,,,
1000422064,CONDUIT  FLEX  STEEL PVC CTD 3/4  SIZE ,25.0,EA,"OIL TRAIN 3, 4 & 5",L06A2,,,,,,,,,,,,,,
1000422094,DIVIDERS  SPRING  304.8 MM (12 IN),16.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000422129,CONDUIT  1-1/2 IN NOM  15.2 M (50 FT) L,32.0,EA,GAS,G07A1,,,,,,,,,,,,,,
1000422261,CONDUIT 3/4  FLEXIBLE PLAIN ZINC PLATED,10.0,EA,,A18B2B,,,,,,,,,,,,,,
1000422490,BIT  MASONRY  SPIRAL  9.5 MM (3/8,2.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000422712,MASONRY DRILL 32X370 MM,9.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000423340,CONNECTOR  FLEXIBLE LIQUIDTIGHT 3/4 IN,200.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,,,,,,,,,,,,,,
1000423527,SEALANT  STICK  TEFLON CHIP GREASE ,2.0,EA,,A18C2B,,,,,,,,,,,,,,
1000423706,CONNECTOR  EMT CONDUIT  3/4 IN 3/4 IN HU,150.0,EA,,A18F4B,,,,,,,,,,,,,,
1000424134,COUPLING  CND  FNPT 1-1/2  RGS PVC CTD .,8.0,EA,,A17F2B,,,,,,,,,,,,,,
1000428103,FLAT FILE 14,66.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000428106,GASKET  29 MM X 35.5 MM OD  1.5 MM ,2.0,EA,UTILITIES,A08A1B,,,,,,,,,,,,,,
1000428248,HALF ROUND FILE LONG SIZE,57.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000428295,CONTACTOR  60 AMP  24 V  3 POLE,42.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000428434,FILE  MILL  355.6 MM (14 IN) LG ,20.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000429190,CLAMP: CND 1-1/2 IN 1-HOLE 11/32 IN PVC COATED,10.0,EA,,A17E3B,,,,,,,,,,,,,,
1000429210,CLAMP: PVC COATED RIGID CONDUIT,20.0,EA,,A17E1B,,,,,,,,,,,,,,
1000430204,UNION,35.0,EA,MCU,A17G4B,,,,,,,,,,,,,,
1000430340,UNION  CND  RGS PVC CTD 1-1/2  F/F STRAI,8.0,EA,,A18E2B,G02A2,,,,,,,,,,,,,
1000430340,UNION  CND  RGS PVC CTD 1-1/2  F/F STRAI,9.0,EA,GAS,A18E2B,G02A2,,,,,,,,,,,,,
1000430680,UNION FEMALE NPT,45.0,EA,MCU,A08B1,,,,,,,,,,,,,,
1000430828,DETECTOR  FIRE PROTECTION  LINEAR,1.0,EA,PCU,H08C2,,,,,,,,,,,,,,
1000430969,WRENCH  SOCKET  1/2 IN SQ DRIVE,9.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000430983,WRENCH SOCKET  SIZE 1/2 IN SQ DRIVE 454.,9.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000431361,BODY CONDUIT OUTLET: RIGID 38.1 MM,6.0,EA,,A17G1B,A17G2B,,,,,,,,,,,,,
1000431394,BODY: CONDUIT,8.0,EA,,A17F1B,A17G1B,A17H2B,,,,,,,,,,,,
1000431645,BODY  CONDUIT OUTLET  RIGID  38.1 MM,8.0,EA,,A18E1B,,,,,,,,,,,,,,
1000431843,BODY: CONDUIT,4.0,EA,,A17G2B,,,,,,,,,,,,,,
1000432123,BODY: CONDUIT,6.0,EA,,A17H1B,,,,,,,,,,,,,,
1000432312,ALLEN KEY 3/8 IN LONG,8.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000432395,WRENCH  HEX KEY  SHORT SERIES  3/32,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000432468,ALLEN KEY 3/8 IN SHORT,6.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000432481,ALLEN KEY 1/2 SHORT,102.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000432699,BODY: CONDUIT,2.0,EA,,A17F4B,,,,,,,,,,,,,,
1000432887,BODY  CONDUIT OUTLET  RIGID  38.1 MM,5.0,EA,,A18A4B,A18A5B,,,,,,,,,,,,,
1000433220,COVER  CONDUIT BODY ,20.0,EA,SHIPPING,H03B1,H03B2,,,,,,,,,,,,,
1000433224,COVER  CONDUIT OUTLET BODY  61.9 MM   (,20.0,EA,SHIPPING,H03B1,H03B2,,,,,,,,,,,,,
1000433580,GASKET  CONDUIT BODY ,40.0,EA,SHIPPING,H03B1,H03B2,,,,,,,,,,,,,
1000433765,HUB  CONDUIT ,14.0,EA,,A18B3B,,,,,,,,,,,,,,
1000434078,TOOL  PACKING TYPE SIZE 6 4 MM  1/4 IN,28.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000434100,TOOL  PACKING TYPE SIZE 7.9 MM (5/16 IN),3.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000434302,BEARING  ROLLER  DOUBLE ROW,2.0,EA,UTILITIES,A08B6B,,,,,,,,,,,,,,
1000434672,SEALING COMPOUND ,10.0,EA,,A18G4B,F06D1,,,,,,,,,,,,,
1000434672,SEALING COMPOUND ,10.0,EA,UTILITIES,A18G4B,F06D1,,,,,,,,,,,,,
1000434703,BELLOWS  316L SS,9.0,EA,MECHANICAL SHOP,J03B2,,,,,,,,,,,,,,
1000434812,BELLOWS./,2.0,EA,MECHANICAL SHOP,J03B2,,,,,,,,,,,,,,
1000434864,BELLOWS  INCONEL 625  ASSY,2.0,EA,MECHANICAL SHOP,J03B2,,,,,,,,,,,,,,
1000435003,DISC./,3.0,EA,SHIPPING,H03C1,,,,,,,,,,,,,,
1000435158,SEALING FITTINGS: EYD DRAIN VERT 1-1/2 IN,6.0,EA,,A17F4B,,,,,,,,,,,,,,
1000435576,KIT  GASKET,2.0,EA,,A18A6B,,,,,,,,,,,,,,
1000435613,STAR SCREW DRIVER,13.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000436093,NOZZLE  316 SS  RAISED FACE,43.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000436094,RING  ADJUSTING  316 SSTL.,15.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000436098,SPINDLE  410 SS,1.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000436132,SCREW  ADJUSTING  416 SS,6.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000436309,RING  ADJUSTING  316 SS,6.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000436390,PUNCH  PIN  101.6-152.4 MM (4 TO 6,10.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000436491,SPINDLE  410 SS,2.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000436868,REAMER  CHUCKING  1/4 IN DIA  NO 1,9.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000436897,REAMER  CHUCKING TYPE 5/8 IN DIA NO 2 MO,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000436931,REAMER  CHUCKING TYPE 11/16 IN DIA NO 2,8.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000436935,REAMER  CHUCKING  3/4 IN DIA  NO 2,7.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000436939,REAMER  CHUCKING TYPE 13/16 IN DIA NO 2,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000437124,REAMER  CHUCKING  EXPANSION  7/8 IN,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000437127,REAMER  CHUCKING  EXPANSION  15/16 IN,1.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000437140,REAMER  CHUCKING  EXPANSION TYPE 1 IN DI,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000437252,HOLDER  DISC  316 SSTL.,1.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000437274,SPINDLE  410 SS,4.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000437322,SCREW  ADJUSTING  416 SS,10.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000437415,SPINDLE  410 SS,2.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000437694,HOLDER  DISC,13.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000437772,GUIDE  PISTON,4.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000438515,TRANSFORMER  75 VA  120/208/240 X 24,12.0,EA,GAS,G07A1,,,,,,,,,,,,,,
1000438798,NOZZLE  RAISED FACE  316,26.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439072,PIN  ADJUSTING RING  316 STAINLESS,26.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439078,PIN  ADJUSTING RING  SS  GR 316,4.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439260,RING  ADJUSTING  316 SS,4.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439383,SCREW  ADJUSTING  416 SS,15.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439530,SCREW  ADJUSTING  416 SS,28.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439534,NUT  LOCK  416 SS  ADJUSTING SCREW,8.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439613,SCREWDRIVER  PHILLIPS TYPE NO 3 TIP PHIL,1.0,EA,MCU,A17H6B,,,,,,,,,,,,,,
1000439760,SPINDLE  410 SS,2.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000439950,SCRIBER  MECHANICS  228.6 MM (9 IN),29.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000440300,SPINDLE  410 SS  FOR 6 X 8 IN  MODEL,2.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000440443,SOCKET IMPACT WRENCH  3/8 IN OPENING 1/2,65.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440479,SOCKET  IMPACT WRENCH  7/16 IN,86.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440521,SOCKET IMPACT WRENCH  1/2 IN OPENING 1/2,15.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000440540,SOCKET  IMPACT WRENCH  5/8 IN,120.0,EA,MECHANICAL SHOP,J01D1,J01D2,,,,,,,,,,,,,
1000440546,SOCKET  IMPACT WRENCH  3/4 IN,30.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440651,SOCKET IMPACT WRENCH  1-1/16 IN OPENING ,1.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440654,SOCKET IMPACT WRENCH  1-1/8 IN OPENING 1,2.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440656,SOCKET IMPACT WRENCH  1-3/16 IN OPENING,1.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440658,SOCKET IMPACT WRENCH  1-1/4 IN OPENING 1,2.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440725,SOCKET IMPACT WRENCH  1-3/4 IN OPENING 1,2.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000440958,SOCKET IMPACT WRENCH  1-15/16 IN OPENING,1.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000441250,KIT  PACKING  REPAIR  SINGLE TFE  1/2,2.0,EA,SHIPPING,H03B1,,,,,,,,,,,,,,
1000442913,SOCKET WRENCH 19MM X 1/2 IN DRIVE,5.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000442960,SOCKET WRENCH 26MM X 1/2 IN DRIVE,8.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000442992,SOCKET WRENCH 1/2 IN X 1/2 IN DRIVE,43.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000443343,SOCKET  WRENCH  16 MM OPENING  3/8 IN,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000443870,SOCKET WRENCH 32 MM X 1/2 DRIVE,5.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000443876,SOCKET  WRENCH  3/8 IN OPENING  1/2,19.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000444033,SOCKET 1 1/16``,116.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444038,SOCKET WRENCH 13/16``,84.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444070,SOCKET WRENCH 7/8 X 1/2 DRIVE,56.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000444071,SOCKET WRENCH 15/16 X 1/2 DRIVE,95.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000444073,SOCKET 1``X3/4``,106.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444123,SOCKET  WRENCH  21 MM OPENING  3/4 IN,8.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000444126,SOCKET WRENCH 28MMX3/4,10.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444128,SOCKET WRENCH 29MM,19.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444180,SOCKET 30MMX 3/4``,4.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444351,SOCKET  WRENCH  1-1/16 IN OPENING,1.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000444370,SOCKET WRENCH,75.0,EA,MECHANICAL SHOP,J01D1,J02D1,,,,,,,,,,,,,
1000444372,SOCKET WRENCH 1 5/16``,33.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000444422,SOCKET WRENCH 1 9/16 X 3/4 DRIVE,4.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000444529,BELL  FIRE ALARM  6 IN,1.0,EA,"OIL TRAIN 3, 4 & 5",L03B2,,,,,,,,,,,,,,
1000444718,BALLAST  EMERGENCY  120/277 VAC  3.5,14.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,,,,,,,,,,,,,,
1000444944,"BALLAST: RAPID START, 120 VAC, 70 W",96.0,EA,GAS,G02A1,,,,,,,,,,,,,,
1000445362,TAP HAND  MACHINE SCREW TYPE GROUND 1-1/,10.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000445440,TAP HAND  MACHINE SCREW TYPE GROUND 1-3/,5.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000445458,TAP HAND  MACHINE SCREW TYPE GROUND 1-7/,7.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000445531,TAP HAND  MACHINE SCREW TYPE GROUND 5/16,8.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000445553,TAP HAND  MACHINE SCREW TYPE GROUND 3/8,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000445691,TAP  HAND  MACHINE SCREW  GROUND  1,3.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000445710,TAP  HAND  MACHINE SCREW  GROUND,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446565,TAP HAND  MACHINE SCREW TYPE GROUND 14 M,1.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446603,TAP HAND  MACHINE SCREW TYPE GROUND 18 M,4.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446649,TAP  HAND  MACHINE SCREW  GROUND  27,6.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446693,TAP  HAND  MACHINE SCREW  GROUND  30,7.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446696,TAP  HAND  MACHINE SCREW  GROUND  33,19.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446698,TAP  HAND  MACHINE SCREW  GROUND  36,2.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000446699,BUSHING  ENTRANCE  TRANSFORMER,2.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000447134,TAP HAND  MACHINE SCREW TYPE GROUND 1/4,3.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000447988,TAP HAND  MACHINE SCREW TYPE GROUND 30 M,4.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000449006,TAP HAND  MACHINE SCREW TYPE GROUND 16 M,8.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000449549,PIPE TAP 1/8 IN NPT,26.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000449582,TAP HAND  PIPE TYPE CUT 3/8 IN-18 DIA ST,9.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000449585,TAP HAND  PIPE TYPE CUT 3/4 IN-14 DIA ST,6.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000449586,TAP HAND  PIPE TYPE CUT 1 IN-11.5 DIA ST,7.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000449651,PIPE TAP 2 IN NPT,9.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000450034,TAP  HAND  MACHINE SCREW  GROUND  7/8,9.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000452890,BEARING  D.E.  EFNLB11-100,1.0,EA,OIL TRAIN 1&2,K03A2,,,,,,,,,,,,,,
1000453554,CARD; ASSEMBLY PC INPUT PROCESSOR,1.0,EA,"OIL TRAIN 3, 4 & 5",L06B2,,,,,,,,,,,,,,
1000453686,VALVE  METERING  6  ASSEMBLY  FOR,6.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000454065,LIGHT  PILOT INDICATING  RED  LED,4.0,EA,PCU,A16E6B,,,,,,,,,,,,,,
1000455210,"LIGHT, PILOT INDICATING: WHITE",6.0,EA,PCU,A16D1B,,,,,,,,,,,,,,
1000455381,WRENCH  BOX & OPEN END  10-15 DEG,48.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000455384,WRENCH BOX & OPEN END  10-15 DEG OFFSET,5.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000455407,WRENCH  BOX & OPEN END  10-15 DEG,24.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000455421,WRENCH  BOX & OPEN END  10-15 DEG,28.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000455424,WRENCH  BOX & OPEN END  10-15 DEG,56.0,EA,MECHANICAL SHOP,J01D2,J02D1,,,,,,,,,,,,,
1000455433,WRENCH  BOX & OPEN END  10-15 DEG,28.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000455480,WRENCH  BOX & OPEN END  10-15 DEG,31.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000455489,WRENCH BOX & OPEN END  10-15 DEG OFFSET,16.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000455543,SPINDLE  VALVE  SS  FOR 6 IN  RELIEF,2.0,EA,MECHANICAL SHOP,J03B2,,,,,,,,,,,,,,
1000455677,COMPINATION WRENCH 1 1/8``,12.0,EA,MECHANICAL SHOP,J02D1,,,,,,,,,,,,,,
1000455793,PIN  ADJUSTING RING /LOWER.,7.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000455888,PIN  ADJUSTING RING  SS  UPPER,6.0,EA,MECHANICAL SHOP,J03A2,,,,,,,,,,,,,,
1000456037,WRENCH  OPEN END  DOUBLE END ANGLE,7.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000456082,WRENCH OPEN END  DOUBLE END ANGLE OFFSET,30.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000456120,WRENCH  OPEN END  DOUBLE END ANGLE,5.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000456124,WRENCH  OPEN END  DOUBLE END ANGLE,4.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000456128,WRENCH  OPEN END  DOUBLE END ANGLE,4.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000456167,WRENCH  OPEN END  DOUBLE END ANGLE,30.0,EA,MECHANICAL SHOP,J01D2,,,,,,,,,,,,,,
1000457370,WRENCH  SLUGGING  BOX END  2-1/4 IN ,2.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000457397,WRENCH  SLUGGING  BOX END  3 IN ,1.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000458020,JAW WRENCH  HEEL TYPE 1524 0 MM  60 IN,1.0,EA,MECHANICAL SHOP,J01D1,,,,,,,,,,,,,,
1000463346,CIRCUIT BREAKER  MOLDED CASE  15 A,1.0,EA,PCU,A16D1B,,,,,,,,,,,,,,
1000463792,O-RING  NITRILE  HYDRAULIC PILOT ,3.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000465654,PLUG  SOLID   316 SS  WITH,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000466185,CIRCUIT BREAKER  MOLDED CASE  15 A  2,4.0,EA,"OIL TRAIN 3, 4 & 5",L06A1,L07B2,,,,,,,,,,,,,
1000466628,CIRCUIT BREAKER MOLDED CASE 30 A,4.0,EA,"OIL TRAIN 3, 4 & 5",L07B2,,,,,,,,,,,,,,
1000471177,"COIL, ELECTRICAL: WINDING, MULTI-VOLT",1.0,EA,"OIL TRAIN 3, 4 & 5",L03C2,,,,,,,,,,,,,,
1000474361,CONTACTOR  120 V COIL COIL  FOR MOTOR,23.0,EA,GAS,G02A2,G03A2,,,,,,,,,,,,,
1000478117,CIRCUIT BREAKER  MOLDED CASE  100 A ,8.0,EA,OIL TRAIN 1&2,A07C2B,L03A1,L07B2,,,,,,,,,,,,
1000478117,CIRCUIT BREAKER  MOLDED CASE  100 A ,37.0,EA,"OIL TRAIN 3, 4 & 5",A07C2B,L03A1,L07B2,,,,,,,,,,,,
1000478770,PROTECTOR  MOTOR CIRCUIT  50 A CONT ,1.0,EA,PCU,A16E5B,,,,,,,,,,,,,,
1000478916,CIRCUIT BREAKER  MOLDED CASE  70 A,4.0,EA,"OIL TRAIN 3, 4 & 5",L03B2,L07B2,,,,,,,,,,,,,
1000483890,TAPE  ELECTRICAL  POLYESTER ,270.0,EA,"OIL TRAIN 3, 4 & 5",L02C2,,,,,,,,,,,,,,
1000488515,CIRCUIT BREAKER MOLDED CASE 175 A,1.0,EA,SHIPPING,H02A2,,,,,,,,,,,,,,
1000497848,DRIVER  SPEAKER  30 WATT  16 OHM,2.0,EA,PCU,J06C2,,,,,,,,,,,,,,
1000498564,RING  BACK-UP ,2.0,EA,"OIL TRAIN 3, 4 & 5",A08A4B,L02B2,,,,,,,,,,,,,
1000498564,RING  BACK-UP ,3.0,EA,UTILITIES,A08A4B,L02B2,,,,,,,,,,,,,
1000498566,RING  RETAINING  EXT,2.0,EA,"OIL TRAIN 3, 4 & 5",A08B5B,L07B2,,,,,,,,,,,,,
1000498566,RING  RETAINING  EXT,2.0,EA,UTILITIES,A08B5B,L07B2,,,,,,,,,,,,,
1000500065,SWITCH  SELECTOR  250 VAC  2,2.0,EA,OIL TRAIN 1&2,K06B2,,,,,,,,,,,,,,
1000502681,CIRCUIT  INTEGRATED  12 V FIXED,3.0,EA,PCU,A16C1B,,,,,,,,,,,,,,
1000504987,DIAPHRAGM,4.0,EA,MCU,A17D2B,,,,,,,,,,,,,,
1000505142,GASKET  BODY  SS 304 WITH GRAFOIL ,2.0,EA,OIL TRAIN 1&2,A07D6B,,,,,,,,,,,,,,
1000506529,ISOLATOR  ELECTRICAL  ROTARY ISOLATOR,2.0,EA,PCU,A16C1B,,,,,,,,,,,,,,
1000506635,FAN  MOTOR,2.0,EA,OIL TRAIN 1&2,K03A1,,,,,,,,,,,,,,
1000509574,COVER  BEARING  DUCTILE IRON  BACKEND,2.0,EA,UTILITIES,A07A4B,,,,,,,,,,,,,,
1000509829,GASKET  SEAT RING  SS 304 WITH,2.0,EA,OIL TRAIN 1&2,A07D3B,L01A1,,,,,,,,,,,,,
1000509829,GASKET  SEAT RING  SS 304 WITH,1.0,EA,"OIL TRAIN 3, 4",A07D3B,L01A1,,,,,,,,,,,,,
